transaction_id,user_id,size_bracketing_detected,historical_return_rate,payment_method,order_value_inr,high_risk_pincode,is_returned
pay_100181,cust_1282,0,0.151492648471515,UPI,8564,0,0
pay_100182,cust_1392,0,0.2411917305034268,COD,9917,0,0
pay_100183,cust_1206,0,0.3935307009823461,Credit_Card,2709,0,0
pay_100184,cust_1014,0,0.18055448664540102,UPI,6653,0,0
pay_100185,cust_1345,0,0.45680138248279095,UPI,6398,0,1
pay_100186,cust_1041,1,0.16550453417042418,COD,3678,0,1
pay_100187,cust_1379,0,0.2884731854975281,Credit_Card,9110,0,1
pay_100188,cust_1460,0,0.2195477764600395,UPI,10395,0,0
pay_100189,cust_1178,0,0.23462002270968743,COD,4044,0,1
pay_100190,cust_1062,0,0.27898204921505687,COD,7022,0,0
pay_100191,cust_1351,0,0.15661262776219564,COD,3870,0,1
pay_100192,cust_1230,0,0.14817429378592392,Credit_Card,4781,0,0
pay_100193,cust_1240,0,0.029020269204758076,Credit_Card,6210,0,0
pay_100194,cust_1051,0,0.13500613317330643,COD,1828,0,1
pay_100195,cust_1095,0,0.3345227739950018,Credit_Card,7079,0,0
pay_100196,cust_1387,1,0.07462885993027503,COD,5728,0,1
pay_100197,cust_1221,0,0.15412838616366925,UPI,8294,0,0
pay_100198,cust_1484,1,0.26844623438352094,Credit_Card,1620,1,0
pay_100199,cust_1406,0,0.04754471829033294,UPI,8249,0,0
pay_100200,cust_1230,0,0.05264586364667056,UPI,2464,0,0
pay_100201,cust_1236,1,0.42401355519333556,UPI,5724,0,1
pay_100202,cust_1142,0,0.006780911634623029,UPI,5175,1,0
pay_100203,cust_1170,0,0.1417578718435974,COD,7194,0,1
pay_100204,cust_1028,0,0.04593378978958437,UPI,3576,0,0
pay_100205,cust_1035,0,0.2787062160419195,Debit_Card,8365,0,0
pay_100206,cust_1012,0,0.10984929204200304,COD,7143,1,1
pay_100207,cust_1159,0,0.13128411202222684,Credit_Card,10024,0,0
pay_100208,cust_1326,0,0.10809498503964451,UPI,6749,0,0
pay_100209,cust_1186,0,0.24263566097180655,COD,2816,1,1
pay_100210,cust_1242,0,0.05775932125144366,Debit_Card,2696,0,0
pay_100211,cust_1085,0,0.169685287056835,COD,4670,0,0
pay_100212,cust_1283,0,0.3629402631119069,COD,11121,0,1
pay_100213,cust_1065,0,0.29104730567796355,COD,1855,0,0
pay_100214,cust_1169,0,0.0025574838482991915,Credit_Card,11218,0,0
pay_100215,cust_1044,0,0.1529329434938779,UPI,1528,1,0
pay_100216,cust_1061,1,0.17164644327526465,Debit_Card,2513,0,1
pay_100217,cust_1440,0,0.29199209813607513,UPI,10519,0,0
pay_100218,cust_1133,0,0.2443614842591676,COD,3524,1,1
pay_100219,cust_1283,0,0.012613486436572159,UPI,9990,0,0
pay_100220,cust_1027,0,0.20454015243501378,UPI,7339,0,0
pay_100221,cust_1107,0,0.3729897930679723,COD,11557,0,1
pay_100222,cust_1043,0,0.161473952539993,Credit_Card,7291,0,0
pay_100223,cust_1339,0,0.018381661833962455,UPI,11803,0,0
pay_100224,cust_1285,0,0.25421575750594183,Credit_Card,2254,0,0
pay_100225,cust_1445,0,0.2943361539038964,COD,10461,0,1
pay_100226,cust_1330,1,0.3084788023157989,UPI,5235,0,1
pay_100227,cust_1127,0,0.17049794588660666,COD,2738,0,1
pay_100228,cust_1347,0,0.25251761763107017,UPI,11905,1,1
pay_100229,cust_1472,1,0.086125925352093,COD,3406,0,1
pay_100230,cust_1230,0,0.1238274525905722,COD,8899,0,0
pay_100231,cust_1189,0,0.2579955449970509,UPI,9461,0,0
pay_100232,cust_1224,1,0.14119473083036121,Credit_Card,11256,0,1
pay_100233,cust_1384,0,0.0720634766385974,UPI,10910,0,0
pay_100234,cust_1376,0,0.10134713811536579,COD,6101,0,0
pay_100235,cust_1282,0,0.45828132967650537,Credit_Card,11049,1,1
pay_100236,cust_1445,0,0.3904148263830973,Debit_Card,2960,1,0
pay_100237,cust_1120,0,0.051887395398534576,UPI,9169,0,0
pay_100238,cust_1115,0,0.05016816485434107,UPI,2916,0,0
pay_100239,cust_1460,1,0.01516631271284014,UPI,9266,0,0
pay_100240,cust_1232,0,0.1693010173339697,UPI,2928,0,0
pay_100241,cust_1258,0,0.45794172578553516,Credit_Card,5878,0,0
pay_100242,cust_1358,0,0.02759154178831655,COD,9029,0,0
pay_100243,cust_1197,0,0.1327295391442119,Debit_Card,5974,0,0
pay_100244,cust_1455,0,0.40016920407488604,Credit_Card,4571,0,0
pay_100245,cust_1410,0,0.1235645328399547,COD,2055,0,0
pay_100246,cust_1136,0,0.5844152894702098,COD,10047,0,1
pay_100247,cust_1317,0,0.11867293143751494,COD,3063,0,1
pay_100248,cust_1164,1,0.3240851680821551,Credit_Card,2540,1,0
pay_100249,cust_1224,0,0.16866329730633298,UPI,4186,0,0
pay_100250,cust_1306,0,0.03394258039834398,UPI,4053,0,0
pay_100251,cust_1233,0,0.16884836535200484,COD,3279,0,0
pay_100252,cust_1171,0,0.2563784591633407,UPI,1575,0,1
pay_100253,cust_1151,0,0.014056569264027477,UPI,5826,0,0
pay_100254,cust_1462,0,0.2083963797840447,Credit_Card,7335,0,1
pay_100255,cust_1314,0,0.14939222761897952,Credit_Card,6557,0,0
pay_100256,cust_1373,0,0.1651830942542738,Debit_Card,3849,1,0
pay_100257,cust_1159,0,0.32682657564328244,UPI,4273,0,1
pay_100258,cust_1095,0,0.003626248899280224,UPI,3762,0,0
pay_100259,cust_1471,0,0.025855790329457867,Debit_Card,4729,0,0
pay_100260,cust_1232,0,0.034310246262967296,COD,11808,0,0
pay_100261,cust_1179,0,0.058462506586672,COD,1892,0,0
pay_100262,cust_1112,0,0.1279597879488045,COD,2608,0,0
pay_100263,cust_1317,0,0.27748471050892554,COD,5862,0,1
pay_100264,cust_1496,0,0.1808223599773753,Credit_Card,6688,0,0
pay_100265,cust_1441,0,0.49881413010426584,UPI,10302,0,0
pay_100266,cust_1051,1,0.12247914183496077,Debit_Card,6557,1,0
pay_100267,cust_1267,0,0.3007416721187964,Debit_Card,5498,0,0
pay_100268,cust_1294,0,0.06107349629124143,Debit_Card,10364,0,0
pay_100269,cust_1385,0,0.43415365772814224,Credit_Card,8066,0,0
pay_100270,cust_1386,1,0.21464490484606874,Credit_Card,5177,0,1
pay_100271,cust_1112,0,0.08738909982899702,UPI,7296,0,0
pay_100272,cust_1100,0,0.25583109945720844,Credit_Card,7863,0,1
pay_100273,cust_1112,0,0.0431301276684328,UPI,9623,0,0
pay_100274,cust_1439,0,0.15098516133789017,COD,9722,0,0
pay_100275,cust_1080,0,0.13662578686395624,UPI,9190,0,0
pay_100276,cust_1186,1,0.005576136752049448,UPI,2900,0,0
pay_100277,cust_1112,1,0.09043081723173708,Credit_Card,5571,0,0
pay_100278,cust_1001,0,0.030374071863174132,Debit_Card,10308,0,0
pay_100279,cust_1129,0,0.06752716149562461,Credit_Card,4286,0,0
pay_100280,cust_1219,1,0.3746240451194624,UPI,8669,0,1
pay_100281,cust_1053,0,0.6109364089209383,Credit_Card,2370,0,0
pay_100282,cust_1342,0,0.26738840719948426,UPI,5696,0,0
pay_100283,cust_1484,0,0.08264244700577378,COD,11104,0,0
pay_100284,cust_1223,0,0.09994110555088886,COD,4239,0,0
pay_100285,cust_1224,0,0.10965144380762061,Credit_Card,2440,0,0
pay_100286,cust_1384,0,0.21177781782713184,UPI,1840,0,0
pay_100287,cust_1402,1,0.1678880137812171,COD,8922,1,1
pay_100288,cust_1125,1,0.20156003269525033,UPI,5633,0,0
pay_100289,cust_1129,0,0.48872328642203183,Credit_Card,2159,0,0
pay_100290,cust_1052,0,0.12330460383222074,UPI,11725,0,0
pay_100291,cust_1171,1,0.0984903957065714,COD,11252,0,1
pay_100292,cust_1217,0,0.06795822619701763,UPI,4957,1,0
pay_100293,cust_1159,0,0.31328481975893635,Credit_Card,11348,1,1
pay_100294,cust_1197,1,0.014335821564811708,COD,4475,0,1
pay_100295,cust_1415,1,0.03803951187787829,Credit_Card,10741,0,0
pay_100296,cust_1246,0,0.2971823116997791,UPI,1953,0,1
pay_100297,cust_1323,0,0.11811741940045084,COD,11396,0,0
pay_100298,cust_1438,0,0.13773927312937748,Credit_Card,9684,0,0
pay_100299,cust_1202,0,0.05157147533878289,Debit_Card,6942,0,0
pay_100300,cust_1183,0,0.17967811194416056,UPI,2318,1,0
pay_100301,cust_1122,0,0.09998979981846272,Credit_Card,6368,0,0
pay_100302,cust_1400,0,0.17650427698979484,Credit_Card,1512,0,0
pay_100303,cust_1254,0,0.028360497203572036,UPI,9227,1,1
pay_100304,cust_1293,0,0.014987027702968234,UPI,2420,1,0
pay_100305,cust_1279,0,0.04822210146118082,COD,6420,0,0
pay_100306,cust_1324,1,0.0037743360374030573,UPI,3918,0,0
pay_100307,cust_1371,0,0.14186748029033003,UPI,11006,0,0
pay_100308,cust_1097,0,0.04545188155891833,Credit_Card,7975,0,0
pay_100309,cust_1197,0,0.3531521819898373,COD,3517,1,0
pay_100310,cust_1469,0,0.0026587451965789394,UPI,9457,1,0
pay_100311,cust_1394,0,0.2386968538619359,Credit_Card,10920,0,0
pay_100312,cust_1239,0,0.16506438143868693,UPI,6292,0,0
pay_100313,cust_1143,0,0.19307806709108524,UPI,8330,0,0
pay_100314,cust_1096,0,0.2350073110340012,UPI,3934,1,1
pay_100315,cust_1200,0,0.3690163884645017,COD,4368,0,1
pay_100316,cust_1123,0,0.015484065597308699,UPI,2938,0,0
pay_100317,cust_1186,1,0.10916025023354241,UPI,5043,0,1
pay_100318,cust_1325,0,0.31572208214359865,Credit_Card,3281,0,0
pay_100319,cust_1463,0,0.015614863642425295,COD,7843,0,0
pay_100320,cust_1348,0,0.012922970696446025,UPI,3763,0,0
pay_100321,cust_1258,0,0.26945587801912496,Credit_Card,11661,1,1
pay_100322,cust_1147,0,0.09614829159575015,UPI,1711,1,1
pay_100323,cust_1251,0,0.03734208139967926,Credit_Card,10199,0,0
pay_100324,cust_1442,1,0.13137684449771908,Credit_Card,7659,0,1
pay_100325,cust_1419,0,0.15801075523427224,Credit_Card,8527,0,0
pay_100326,cust_1402,0,0.468244243246649,UPI,1831,0,0
pay_100327,cust_1345,0,0.12668030034361502,UPI,8360,0,0
pay_100328,cust_1450,1,0.114124369307987,UPI,9544,1,1
pay_100329,cust_1146,0,0.20587190977950573,UPI,9669,0,0
pay_100330,cust_1147,0,0.05163553590123722,UPI,10242,0,0
pay_100331,cust_1351,0,0.24965044504932368,COD,7220,1,1
pay_100332,cust_1198,0,0.018247067889023715,COD,10633,1,0
pay_100333,cust_1307,0,0.1554022508074676,COD,2227,0,0
pay_100334,cust_1488,1,0.17735328717411827,COD,6475,0,1
pay_100335,cust_1416,0,0.2864128651302041,Debit_Card,4743,0,1
pay_100336,cust_1423,0,0.20708706159763443,COD,2148,0,0
pay_100337,cust_1127,0,0.37503260204631267,UPI,6595,0,0
pay_100338,cust_1038,0,0.055890042164295634,Debit_Card,8114,0,0
pay_100339,cust_1337,0,0.2031207987674205,Credit_Card,8635,1,0
pay_100340,cust_1359,0,0.14424591044968418,Credit_Card,2509,0,0
pay_100341,cust_1128,0,0.09473981971719152,COD,3050,0,0
pay_100342,cust_1266,0,0.08792458453992301,UPI,10495,0,1
pay_100343,cust_1475,0,0.0007420899136390989,UPI,8992,0,0
pay_100344,cust_1440,0,0.5205363555977661,COD,4901,0,0
pay_100345,cust_1472,0,0.5237781359922716,UPI,8947,0,0
pay_100346,cust_1433,0,0.17165027546288575,Credit_Card,6924,0,0
pay_100347,cust_1150,0,0.008734790653578708,COD,5741,0,0
pay_100348,cust_1414,0,0.11409610625481484,Debit_Card,4661,0,0
pay_100349,cust_1477,1,0.09459910485788663,Credit_Card,5655,0,1
pay_100350,cust_1297,1,0.39587168354642976,UPI,8978,0,1
pay_100351,cust_1098,0,0.30904440218045465,UPI,10219,0,0
pay_100352,cust_1262,0,0.0994424502755312,COD,10715,0,0
pay_100353,cust_1251,0,0.03312151289960728,Credit_Card,8117,0,0
pay_100354,cust_1143,0,0.01596317287178478,Credit_Card,7160,1,0
pay_100355,cust_1345,0,0.15355316281699136,UPI,10124,1,1
pay_100356,cust_1111,0,0.3528818895707327,UPI,2676,0,0
pay_100357,cust_1499,0,0.42291824460548855,COD,9456,0,0
pay_100358,cust_1059,0,0.050307355850843664,UPI,10092,0,0
pay_100359,cust_1368,0,0.12988170650040592,Debit_Card,11796,0,0
pay_100360,cust_1001,0,0.048229978950694856,UPI,3733,0,0
pay_100361,cust_1384,0,0.09379684724042739,Debit_Card,6200,1,0
pay_100362,cust_1303,0,0.008549191348344965,COD,7406,1,1
pay_100363,cust_1253,0,0.23928811040827117,Credit_Card,9360,0,0
pay_100364,cust_1139,0,0.22407722355436901,UPI,9026,0,0
pay_100365,cust_1452,0,0.15008222516279668,Credit_Card,7059,0,0
pay_100366,cust_1036,0,0.0034639912593553866,COD,8232,0,1
pay_100367,cust_1159,0,0.5177974037353186,Credit_Card,4013,0,0
pay_100368,cust_1008,0,0.0002583929043551203,COD,9330,0,0
pay_100369,cust_1232,0,0.142253794310485,Debit_Card,11465,0,0
pay_100370,cust_1098,0,0.07469189407645287,COD,8444,0,0
pay_100371,cust_1146,0,0.020552261628764643,Debit_Card,9410,0,0
pay_100372,cust_1303,1,0.30417454749962725,UPI,7149,0,1
pay_100373,cust_1207,0,0.009955185007802406,UPI,2596,0,0
pay_100374,cust_1130,0,0.08696561351014216,UPI,10620,0,0
pay_100375,cust_1403,0,0.03853763094915139,COD,3451,0,1
pay_100376,cust_1151,0,0.23367839405344795,COD,11665,0,0
pay_100377,cust_1053,0,0.41119062837609144,Debit_Card,11246,0,1
pay_100378,cust_1119,1,0.032452886502078476,UPI,10686,0,1
pay_100379,cust_1160,0,0.37707830406549425,UPI,9299,0,0
pay_100380,cust_1407,0,0.41719939870670997,COD,10304,0,1
pay_100381,cust_1115,0,0.055980339289506666,Credit_Card,2095,1,0
pay_100382,cust_1074,0,0.1481230133139746,UPI,9375,0,0
pay_100383,cust_1112,0,0.16120480545242624,Debit_Card,10533,0,0
pay_100384,cust_1455,0,0.24140466081052156,UPI,5939,0,0
pay_100385,cust_1419,0,0.18212809067936034,UPI,7472,0,0
pay_100386,cust_1421,1,0.11611014927368768,Credit_Card,2358,0,0
pay_100387,cust_1103,0,0.00891079839961053,UPI,7019,1,0
pay_100388,cust_1339,0,0.3696865518435989,COD,8885,0,0
pay_100389,cust_1253,0,0.3879973197645346,UPI,10136,0,0
pay_100390,cust_1226,0,0.09581925542624362,UPI,11480,1,0
pay_100391,cust_1111,0,0.014871507180564583,UPI,5817,0,0
pay_100392,cust_1472,0,0.24852361779656512,COD,4954,0,0
pay_100393,cust_1098,0,0.3784831227544066,Credit_Card,2530,0,0
pay_100394,cust_1152,0,0.1905541789754119,Credit_Card,10987,0,1
pay_100395,cust_1348,0,0.18353796108354428,UPI,9406,0,0
pay_100396,cust_1401,0,0.14082470917783307,UPI,11755,0,0
pay_100397,cust_1383,0,0.15178116629617103,Credit_Card,2947,0,0
pay_100398,cust_1365,1,0.0010168029428837741,COD,11737,0,1
pay_100399,cust_1337,0,0.2972887883265921,COD,4350,0,0
pay_100400,cust_1193,0,0.13789411174574176,UPI,11760,0,0
pay_100401,cust_1309,1,0.23110546164210843,Credit_Card,9606,0,0
